"CERSID","BusinessName","SiteAddress","City","ZipCode","NAICSCode","SICCode","ChemicalName","CommonName","CASNumber","AverageDailyAmount","MaximumDailyAmount","ChemicalLocation","EHS","PFCodeHazardClass","SFCodeHazardClass","TFCodeHazardClass","FFCodeHazardClass","FifthFireCodeHazardClass","SixthFireCodeHazardClass","SeventhFireCodeHazardClass","EighthFireCodeHazardClass","isMixture","HMType","MixtureComponentNumber","RadioActive","Curies","Unit","PhysicalState","LargestContainer","FHCFire","FHCReactive","FHCPressureRelease","FHCAcuteHealth","FHCChronicHealth","AnnualWasteAmount","StateWasteCode","DaysOnSite","SCAboveGroundTank","SCUnderGroundTank","SCTankInsideBuilding","SCSteelDrum","SCPlasticNonMetallicDrum","SCCan","SCCarboy","SCSilo","SCFiberDrum","SCBag","SCBox","SCCylinder","SCGlassBottle","SCPlasticBottle","SCToteBin","SCTankTruckTankWagon","SCTankCarRailCar","SCOther","OtherStorageContainer","StoragePressure","StorageTemperature","HC1PercentByWeight","HC1Name","HC1EHS","HC1CAS","HC2PercentByWeight","HC2Name","HC2EHS","HC2CAS","HC3PercentByWeight","HC3Name","HC3EHS","HC3CAS","HC4PercentByWeight","HC4Name","HC4EHS","HC4CAS","HC5PercentByWeight","HC5Name","HC5EHS","HC5CAS","ChemicalDescriptionComment","AdditionalMixtureComponents","CCLID","USEPASRSNumber","DOTHazClassID","KEEP"
"10266379","QUALITY PAINTING CO INC","19136 SAN JOSE AVE","INDUSTRY","91748","3328","7532","NULL","WASTE CLEANING SOLVENT","NULL","10","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","110","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","40","RUBBER SOLVENT","N","8030-30-6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10640314","SMF Inc.","4311 Caterpillar Rd","Redding","96003","3329","3499","Argon Compressed","Argon Compressed","7440-37-1","750","1560","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","336","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","768","NULL","2.2","INCLUDE"
"10267828","CALIF HYDROFORMING CO INC","850 S LAWSON ST","INDUSTRY","91748","3329","3469","MOBIL DTE 25","HYDRAULIC OIL","NULL","55","275","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","95","MINERAL OIL","N","8012-95-1","5","HYDRAULIC OIL (FLUID)","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10402822","California Environmental Solutions, Inc.","1338 N Melrose Dr Ste D","Vista","92083","3339","7538","DIESEL EXHAUST ASH WITH WATER","DIESEL EXHAUST ASH","7533","55","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","5.50E+01","NULL","NULL","NULL","NULL","NULL","400","491","NULL","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","THIS DIESEL EXHAUST ASH DOES NOT HAVE DOT DESCRIPTION. IT IS NON RCRA HAZARDOUS WASTE LIQUID.","NULL","NULL","NULL","9","INCLUDE"
"10210090","INTRI-PLEX TECHNOLOGIES","5728 THORNWOOD DR","GOLETA","93117","3341","3460","MSI- 60","CLEANING SOAP, SURFACTANT","","20","55","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","NULL","","N","","NULL","","N","78-92-2","NULL","","N","","NULL","","N","","NULL","","N","","","","NULL","","NULL","INCLUDE"
"10516975","PLAYA TOOL & MARINE INC","1746 E BORCHARD AVE","SANTA ANA","92705","3364","3499","HANGS S-500 CF","HANGS S-500 CF","64742-53-6","25","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NEW COOLANT","","NULL","","NULL","INCLUDE"
"10424920","ERG Aerospace Corporation","964 Stanford Ave","Oakland","94608","3364","9999","Bonderite C-IC Smutgo NC Aero Acid Cleaner known as Turco Liquid Smut - Go ","Ferric sulfate","10028-22-5","1","5","NULL","Y","5","18","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","5.50E+01","NULL","NULL","NULL","NULL","NULL","1000","791","30","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","60","Ferric sulfate","NULL","10028-22-5","10","Nitric acid","Y","7697-37-2","5","Sodium hydrogendifluoride","NULL","1333-83-1","1","Sulfuric acid","NULL","7664-93-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","152686","8","INCLUDE"
"10354399","UTC STATION CGTS","600 METCALF RD","SAN JOSE","95138","3364","3724","Gasoline, Diesel, Motor Oil, Hydralic Oil and Grease","Lubricants and fuel","766-93-9","30","55","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","Y","N","N","N","N","N","N","N","Y","N","N","N","Y","Safety Can","Ambient","Ambient","30","Gasoline","N","86290-81-5","30","Diesel","N","68476-34-6","30","Oil","N","NULL","10","Lubricants","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10376938","COMPUCRAFT INDUSTRIES INC","8787 OLIVE LN","SANTEE","92071","3364","3728","OAKITE DEOXIDIZER LNC","DE-OXIDIZER TANK #5","MIXTURE","1200","1200","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","1200","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","50","FERRIC SULFATE","N","10028-22-5","20","NITRIC ACID","N","7697-37-2","5","TRADE SECRET","N","735517-5053P","NULL","","N","","NULL","","N","","","","NULL","","8","INCLUDE"
"10413412","JBI INC","2650 E El Presidio St","Long Beach","90810","3379","2599","NULL","Waste Flammable Solids Empty Aerosols","NULL","200","200","NULL","N","12","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","pounds","Solid","200","NULL","NULL","NULL","NULL","NULL","NULL","352","365","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","Waste Flammable Solids","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.1","INCLUDE"
"10281850","ADVANCED UV INC","16350 MANNING WAY","CERRITOS","90703","3399","3399","Waste Filters","Waste Filters","NULL","0.25","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Unknown","NULL","NULL","NULL","pounds","Solid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Unknown","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10401601","Atkins Ranch","40880 Encyclopedia Cir","Fremont","94538","31162","5147","RMC F-204 Alkaline Foam Cleaner","Alkaline Foam Cleaner","NULL","55","165","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","10","Diethylene glycol butyl ether","NULL","112-34-5","5","Sodium metasilicate","NULL","6834-92-0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10302094","FULCRUM INTERNATIONAL","1230 S SANTA FE AVE","COMPTON","90221","31331","2261","Sodium Hydroxide","Caustic Soda 50%","1310-73-2","55","110","NULL","N","5","31","36","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","pounds","Solid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","50","Sodium Hydroxide","N","1310-73-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10279018","WEST WOOD PRODUCTS","2943 E LAS HERMANAS ST","RANCHO DOMINGUEZ","90221","32114","2499","NULL","CLEAR INK VEHICLE","NULL","25","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","5 GAL PALES PLASTIC","Ambient","Ambient","NULL","ethoxyethoxy ethanol","N","111-90-0","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10653025","BMC","6050 S WATT AVE","SACRAMENTO","95829","32191","3599","Propane - Liquid","Propane","74-98-6","264","264","NULL","N","9","15","39","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","100","propane","N","74-98-6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10295626","Amware Pallet Services, LLC","8460 East Whittier Boulevard","Pico Rivera","90660","32192","2448","Propane","Propane","74-98-6","6907","13813","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","288","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","INCLUDE"
"10470466","WestRock LLC","1790 Champagne Ave","Ontario","91761","32221","2653","Sodium Hydroxide","Caustic soda 25% solution","1310-73-2","55","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","122","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","25","Caustic soda","N","1310-73-2","75","Water","N","7732-18-5","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","8","INCLUDE"
"10476850","Orora North America","3201 W Mission Rd","Alhambra","91803","32221","2653","NULL","Waste oil","NULL","220","220","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","500","NULL","NULL","NULL","NULL","NULL","1100","352","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","Waste oil","N",NA,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10422778","Quality Container Co.","1002 Commerce Dr","Madera","93637","32221","2655","6404 Monolec R & O","Compressor Oil","NULL","50","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","5","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Unknown","NULL","6404 Monolec R & O ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6404 Used Oil Shipped off site","NULL","NULL","NULL","NULL","INCLUDE"
"10348741","WESTROCK LLC","201 S HILLVIEW DR","MILPITAS","95035","32221","2653","Sodium Hydroxide 50%","Caustic Soda liquid","1310-73-2","40","600","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","600","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","50","Water","N","7732-18-5","5","Sodium Chloride","N","7647-14-5","50","Sodium hydroxide","N","1310-73-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10552876","Tree House Pad & Paper, Inc","2341 Pomona Rd # 106-8","Corona","92880","32223","2679","NULL","White non-toxic liquid paddig glue","N/A","75","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Unknown","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","NULL","Unknown","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10538764","AVION GRAPHICS","27192 BURBANK","LAKE FOREST","92610","32311","2759","WASTE INK","WASTE INK","NULL","1.00E+01","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","5.50E+01","NULL","NULL","NULL","NULL","NULL","110","343","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","25","N-VINYLPYRROLIDONE","N","88-12-0","25","ISOBORNYL ACRYLATE","N","5888-33-5","25","2-PHENOXY-ETHYL ACRYLATE","N","48145-04-6","40","2-BUTOXYETHYL ACETATE","N","112-07-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","CAR000129759","9","INCLUDE"
"10547395","Mittera California","3751 CATALINA ST ","LOS ALAMITOS","90720","32311","2752","Kodak developer","Kodak developer","NULL","49","95","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Plastic container","Ambient","Ambient","75","Water","N","7732-18-5","9.5","Ethylene glycol","N","107-21-1","3","Potassium silicate","N","1312-76-1","1.8","Potassium hydroxide","N","1310-58-3","3","Tripotassium orthophosphate","N","7778-53-2","NULL","NULL","NULL","NULL","9","INCLUDE"
"10547401","Mittera California","3801 CATALINA ST ","LOS ALAMITOS","90720","32311","2752","Cleaner and degreaser","Cleaner and degreaser","NULL","55","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","5","Ethoylated Alcohol","N","68439-46-3","5","Sodium citrate","N","68-04-2","1","Tetrasodium N,N-bis(carboxymethyk)-L-glutamateon","N","51981-21-6","1","Sodium Carbonate","N","497-19-8","1","Citric Acid","N","77-92-9","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10459123","Dakota Press, Inc.","14400 Doolittle Dr","San Leandro","94577","32311","2790","NULL","116 Rubber Rejuvenator","NULL","5","5","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","Petroleum Distillates","N","8032324","NULL","Toluene","N","108883","NULL","Methylene Chloride","N","75-09-2","NULL","Methylisobutuyl Ketone","N","108-10-1","NULL","2-Propoxyethanol","N","2807309","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10278817","FIFTH SUN","495 RYAN AVE","CHICO","95973","32311","2396","Kornit NeoPigment™ Eco-Rapid Cyan Ink","Kornit NeoPigment™ Eco-Rapid Cyan Ink","NULL","1","50","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","1.25","NULL","NULL","NULL","NULL","NULL","NULL","141","NULL","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","10","ethanediol","NULL","107-21-1","0.05","2-methylisothiazol-3(2H) one","NULL","2682-20-4","0.01","reaction mass of: 5-chloro-2- methyl-4-isothiazolin-3-one and 2- methyl-2H -isothiazol-3-one (3:1)","NULL","55965-84-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10182273","KP CORP - STKN FACILITY","1134 ENTERPRISE ST","STOCKTON","95204","32311","2752","ROTARY OFFSET SOYA PRINTING INK","OFFSET PRINTING INK","64742-46-7 & 51","145","160","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Unknown","NULL","NULL","NULL","gallons","Liquid","4","NULL","NULL","NULL","NULL","NULL","NULL","343","365","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","22","PETROLEUM HYDROCARBON","N","64742-46-7","29.5","BARIUM COMPOUND","N","5160-82-81","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10635502","Former Sunland Refinery","2152 Coffee Rd","Bakersfield","93308","32411","2911","Unspecified Oil Containing Waste","Non-RCRA Hazardous Waste - Oily Water","68334-30-5","130","4000","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","4000","NULL","NULL","NULL","NULL","NULL","50000","223","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","5","Oil","N","68334-30-5","95","water","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10250554","LOS ANGELES REFINERY WILMINGTON PLT","1660 W ANAHEIM ST","WILMINGTON","90744","32411","2911","","3D TRASAR - 3DT304","","NULL","800","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","800","NULL","NULL","NULL","NULL","NULL","NULL","","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","10","SODIUM BENZOTRIAZOLE","N","15217-42-2","5","Disodium 5(or 6)-Carboxy-4-Hexyl-2-Cyclohexene-Octanoate","N","56453-08-8","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"###############################################################################################################################################################################################################################################################","LOS ANGELES REFINERY WILMINGTON PLT","1660 W ANAHEIM ST","WILMINGTON","90744","32411","2911","","KF-901","","NULL","8820","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","8820","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REACTOR","Above Ambient","Above Ambient","6","ALUMINUM OXIDE","N","1344-28-1","10","SILICON DIOXIDE, AMORPHOUS","N","7631-86-9","3","ALUMINUM PHOSPHATE","N","7784-30-7","30","MOLYBDENUM TRIOXIDE","N","1313-27-5","6","NICKEL OXIDE","N","7784-30-7","","","NULL","","NULL","INCLUDE"
"10253281","PHILLIPS 66 COMPANY","885 S PIER A STREET TRML 148 - 151","WILMINGTON","90744","32411","2911","","SLOP OIL ..C20+ [RECOVERED OIL]","68476-53-9","1793568","1793568","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","1793568","NULL","NULL","NULL","NULL","NULL","NULL","","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","100","HYDROCARBONS, C>=20, PETROLEUM WASTES","N","68476-53-9","0.94","HYDROGEN SULFIDE","Y","6/4/7783","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10246399","CERTAINTEED","1431 W E ST","LOS ANGELES","90744","32412","2952","Polymer Asphalt, Polymer Roofing Asphalt, Laminating Adhesive, Tab Adhesive","Sealant Asphalt Drums","NULL","4400","15840","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","NULL","Ambient","Above Ambient","75","Asphalt","N","805-24-4","15","DISTILLATES (PETROLEUM), HYDROTREATED HEAVY NAPHTHENIC","N","64742-52-5","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
